interaction_id,customer_id,interaction_date,interaction_time,channel,interaction_type,duration_mins,outcome,agent_id,destination_interest,budget_range,travel_party_size,referral_source,is_converted
INT0002377,CUS00623,2024-12-26,12:15,WhatsApp,Quote,17,No-action,,New Zealand,"£3,000 - £5,000",6,Word of mouth,N
INT0002378,CUS01844,2023-05-24,12:15,WhatsApp,Enquiry,4,Converted,,Phuket,"£5,000 - £10,000",3,Word of mouth,Y
INT0002379,CUS00980,2023-12-21,13:30,Phone,Booking,52,Converted,,Bali,"£20,000+",3,Google,Y
INT0002380,CUS01258,2023-06-20,09:15,Web,Enquiry,5,No-action,,Amalfi Coast,"£10,000 - £20,000",5,Travel agent,N
INT0002381,CUS01804,2024-05-20,10:00,Email,Quote,18,Follow-up,AGT018,Safari Tanzania,"£3,000 - £5,000",1,Repeat customer,N
INT0002382,CUS01831,2022-03-26,17:30,Web,Enquiry,7,No-action,AGT013,Rajasthan,"£20,000+",3,Travel agent,N
INT0002383,CUS01728,2023-07-27,14:00,Email,Booking,10,Converted,AGT017,Galápagos,"£10,000 - £20,000",1,Social media,Y
INT0002384,CUS00939,2024-04-16,16:30,Web,Quote,16,Converted,AGT016,Galápagos,"£10,000 - £20,000",3,Travel agent,Y
INT0002385,CUS00164,2024-09-02,14:45,Web,Quote,16,No-action,AGT015,Rajasthan,"£20,000+",3,Word of mouth,N
INT0002386,CUS01793,2023-09-05,17:30,Email,Quote,10,No-action,AGT008,Australia,"£10,000 - £20,000",2,Word of mouth,N
INT0002387,CUS01786,2023-09-30,13:00,WhatsApp,Enquiry,19,Follow-up,,Santorini,"£10,000 - £20,000",5,Word of mouth,N
INT0002388,CUS00352,2023-06-29,11:30,Phone,Quote,8,Follow-up,AGT017,Vietnam,"£20,000+",3,,N
INT0002389,CUS01200,2023-08-30,09:15,Phone,Post-trip,48,Resolved,,Japan Winter,"£5,000 - £10,000",2,Social media,N
INT0002390,CUS00759,2024-07-18,16:30,Web,Post-trip,20,Resolved,AGT014,Safari Kenya,"£20,000+",6,,N
INT0002391,CUS00117,2023-05-13,12:00,Web,Quote,9,No-action,AGT016,Safari Tanzania,"£20,000+",5,Repeat customer,N
INT0002392,CUS00295,2023-04-09,09:30,Email,Quote,12,Follow-up,AGT002,Bali,"£5,000 - £10,000",2,Repeat customer,N
INT0002393,CUS00908,2024-03-16,14:30,In-Store,Booking,33,Converted,AGT010,Rajasthan,"£3,000 - £5,000",2,Repeat customer,Y
INT0002394,CUS00534,2024-10-02,15:45,Email,Enquiry,2,Converted,AGT006,Svalbard,"£10,000 - £20,000",2,Google,Y
INT0002395,CUS01479,2024-08-04,15:00,Email,Enquiry,13,Follow-up,,Rajasthan,"£5,000 - £10,000",1,,N
INT0002396,CUS00131,2022-08-27,14:30,Phone,Booking,55,Converted,,Safari Tanzania,"£20,000+",1,Travel agent,Y
INT0002397,CUS00068,2023-06-11,15:15,Phone,Quote,37,Follow-up,AGT007,Safari Kenya,"£3,000 - £5,000",5,Social media,N
INT0002398,CUS00231,2023-12-20,14:30,Phone,Quote,8,No-action,AGT016,Svalbard,"£3,000 - £5,000",6,Repeat customer,N
INT0002399,CUS00516,2022-05-22,09:30,Web,Post-trip,20,Follow-up,,Vietnam,"£3,000 - £5,000",5,Google,N
INT0002400,CUS01477,2022-08-22,09:15,Email,Booking,20,Converted,,Vietnam,"£3,000 - £5,000",1,,Y
INT0002401,CUS01912,2023-08-12,10:15,Phone,Enquiry,11,Follow-up,,Vietnam,"£5,000 - £10,000",1,Google,N
INT0002402,CUS00422,2023-08-07,17:45,WhatsApp,Quote,8,Follow-up,,New Zealand,"£5,000 - £10,000",3,,N
INT0002403,CUS00465,2023-09-21,10:30,Email,Booking,6,Converted,AGT020,Bora Bora,"£10,000 - £20,000",5,Social media,Y
INT0002404,CUS01732,2023-11-05,12:00,Email,Quote,20,Follow-up,AGT017,Svalbard,"£5,000 - £10,000",2,Social media,N
INT0002405,CUS00891,2023-12-06,13:30,WhatsApp,Quote,9,Converted,,Amalfi Coast,"£5,000 - £10,000",3,Travel agent,Y
INT0002406,CUS01607,2024-05-25,09:45,WhatsApp,Quote,5,Follow-up,,Bali,"£5,000 - £10,000",5,Social media,N
INT0002407,CUS00349,2022-02-15,15:00,Email,Enquiry,12,No-action,,Cinque Terre,"£5,000 - £10,000",4,Word of mouth,N
INT0002408,CUS00263,2023-07-09,15:30,In-Store,Quote,58,Follow-up,AGT014,Norway Fjords,"£20,000+",5,,N
INT0002409,CUS01109,2022-09-04,11:30,Email,Enquiry,6,Follow-up,AGT001,Kerala,"£20,000+",3,,N
INT0002410,CUS00817,2022-10-29,10:45,Web,Enquiry,5,Follow-up,AGT017,Australia,"£20,000+",4,Social media,N
INT0002411,CUS00560,2022-05-09,12:15,Phone,Enquiry,54,No-action,,Norway Fjords,"£10,000 - £20,000",4,Word of mouth,N
INT0002412,CUS01118,2022-10-04,12:45,Email,Enquiry,6,Follow-up,AGT006,Maldives,"£3,000 - £5,000",5,Travel agent,N
INT0002413,CUS00540,2023-01-10,17:00,Email,Quote,19,Follow-up,AGT004,Iceland,"£5,000 - £10,000",4,Word of mouth,N
INT0002414,CUS01801,2023-07-03,17:45,Web,Enquiry,11,Converted,AGT014,Svalbard,"£5,000 - £10,000",4,Travel agent,Y
INT0002415,CUS00773,2024-10-14,09:45,Web,Enquiry,13,Follow-up,AGT012,Santorini,"£5,000 - £10,000",2,Google,N
INT0002416,CUS00600,2024-06-04,09:30,Email,Enquiry,18,Converted,AGT015,Botswana Safari,"£20,000+",5,Google,Y
INT0002417,CUS00714,2022-04-03,10:00,Phone,Enquiry,40,Follow-up,AGT003,Safari Tanzania,"£10,000 - £20,000",6,Social media,N
INT0002418,CUS00944,2024-03-17,12:45,In-Store,Booking,30,Converted,AGT010,Amalfi Coast,"£3,000 - £5,000",2,Repeat customer,Y
INT0002419,CUS01655,2023-05-15,10:15,Web,Enquiry,13,No-action,,New Zealand,"£10,000 - £20,000",5,Travel agent,N
INT0002420,CUS00288,2024-03-03,13:30,Phone,Complaint,20,No-action,AGT013,Vietnam,"£10,000 - £20,000",6,Word of mouth,N
INT0002421,CUS01616,2022-11-04,13:45,Email,Enquiry,5,Follow-up,AGT003,Sri Lanka,"£20,000+",4,,N
INT0002422,CUS01472,2023-08-13,13:45,Phone,Enquiry,29,No-action,,Phuket,"£20,000+",3,Google,N
INT0002423,CUS01958,2024-09-11,17:15,In-Store,Enquiry,28,Converted,AGT006,Botswana Safari,"£20,000+",5,Travel agent,Y
INT0002424,CUS00294,2022-02-03,16:15,Email,Enquiry,5,Converted,AGT020,Phuket,"£3,000 - £5,000",5,Word of mouth,Y
INT0002425,CUS00402,2024-11-19,17:45,Email,Enquiry,16,No-action,,Bora Bora,"£3,000 - £5,000",6,Repeat customer,N
INT0002426,CUS00484,2023-09-26,15:45,Email,Enquiry,13,Follow-up,AGT009,Canada Rockies,"£3,000 - £5,000",5,Repeat customer,N
INT0002427,CUS01756,2023-03-18,15:15,Email,Enquiry,3,No-action,AGT001,Iceland,"£10,000 - £20,000",3,Social media,N
INT0002428,CUS00074,2022-12-08,14:00,Email,Quote,16,Follow-up,,Machu Picchu,"£3,000 - £5,000",3,Repeat customer,N
INT0002429,CUS01619,2024-01-12,13:15,Web,Quote,8,Follow-up,AGT003,Patagonia,"£10,000 - £20,000",1,Travel agent,N
INT0002430,CUS01009,2022-09-29,15:00,Phone,Complaint,60,Follow-up,,Iceland,"£20,000+",3,Social media,N
INT0002431,CUS01465,2023-11-25,14:30,Phone,Enquiry,24,Converted,AGT005,Tuscany,"£5,000 - £10,000",1,,Y
INT0002432,CUS00321,2022-04-28,15:00,Web,Booking,16,Converted,AGT007,Safari Tanzania,"£5,000 - £10,000",2,Travel agent,Y
INT0002433,CUS00900,2024-08-17,11:00,Email,Enquiry,9,No-action,AGT010,Canada Rockies,"£10,000 - £20,000",6,Google,N
INT0002434,CUS01923,2024-05-31,17:00,Web,Enquiry,12,No-action,AGT015,Japan,"£20,000+",6,Google,N
INT0002435,CUS00058,2023-07-13,11:45,Web,Quote,11,No-action,AGT016,Iceland,"£10,000 - £20,000",2,,N
INT0002436,CUS01987,2023-11-10,10:00,Phone,Quote,25,Follow-up,AGT003,Sri Lanka,"£20,000+",1,Travel agent,N
INT0002437,CUS01636,2024-09-20,11:00,WhatsApp,Booking,14,Converted,AGT002,Kerala,"£3,000 - £5,000",5,Google,Y
INT0002438,CUS01010,2022-04-27,12:00,In-Store,Quote,8,Follow-up,,Japan,"£3,000 - £5,000",6,Word of mouth,N
INT0002439,CUS00573,2024-12-13,17:00,Web,Enquiry,7,No-action,,Vietnam,"£5,000 - £10,000",4,Repeat customer,N
INT0002440,CUS01179,2023-11-30,13:30,Web,Booking,17,Converted,AGT011,Seychelles,"£20,000+",3,Google,Y
INT0002441,CUS01227,2022-09-19,11:45,Web,Booking,6,Converted,,Iceland,"£5,000 - £10,000",5,,Y
INT0002442,CUS00661,2023-03-05,14:15,Phone,Booking,36,Converted,,Phuket,"£10,000 - £20,000",3,Google,Y
INT0002443,CUS00759,2022-06-03,17:30,In-Store,Enquiry,8,No-action,,Amalfi Coast,"£10,000 - £20,000",5,Word of mouth,N
INT0002444,CUS01027,2023-02-01,12:15,Email,Enquiry,3,No-action,AGT001,Machu Picchu,"£10,000 - £20,000",3,Google,N
INT0002445,CUS01055,2022-11-02,11:45,Web,Quote,11,Converted,AGT006,Norway Fjords,"£10,000 - £20,000",3,Repeat customer,Y
INT0002446,CUS00531,2022-12-01,15:15,Web,Booking,14,Converted,AGT005,Seychelles,"£20,000+",3,,Y
INT0002447,CUS00863,2022-07-29,15:45,Web,Quote,19,Converted,AGT004,Machu Picchu,"£10,000 - £20,000",4,Social media,Y
INT0002448,CUS01473,2022-09-15,12:00,Web,Enquiry,15,No-action,AGT003,Norway Fjords,"£5,000 - £10,000",1,Repeat customer,N
INT0002449,CUS01754,2022-07-20,11:45,Web,Enquiry,3,Converted,,Patagonia,"£20,000+",3,Social media,Y
INT0002450,CUS00764,2022-03-30,13:15,Web,Quote,4,Follow-up,AGT006,Safari Kenya,"£3,000 - £5,000",4,Word of mouth,N
INT0002451,CUS00155,2023-09-10,13:45,Web,Quote,15,Follow-up,AGT014,Japan,"£3,000 - £5,000",6,Word of mouth,N
INT0002452,CUS00326,2022-10-03,17:15,Phone,Quote,29,Converted,,Botswana Safari,"£5,000 - £10,000",4,Travel agent,Y
INT0002453,CUS01656,2024-10-29,15:30,In-Store,Booking,6,Converted,AGT013,Patagonia,"£10,000 - £20,000",6,Social media,Y
INT0002454,CUS00754,2022-09-07,09:45,Phone,Enquiry,47,Follow-up,AGT010,Iceland,"£5,000 - £10,000",3,Travel agent,N
INT0002455,CUS01958,2022-12-10,12:30,Phone,Post-trip,43,Resolved,AGT001,Phuket,"£20,000+",4,Word of mouth,N
INT0002456,CUS01180,2023-04-06,13:00,Web,Post-trip,9,Resolved,,Galápagos,"£20,000+",1,,N
INT0002457,CUS00813,2023-05-15,13:00,Web,Quote,12,Follow-up,,Maldives,"£3,000 - £5,000",2,Google,N
INT0002458,CUS01972,2022-06-03,13:15,Phone,Quote,15,Converted,,Japan Winter,"£20,000+",4,Word of mouth,Y
INT0002459,CUS01814,2022-03-01,15:30,In-Store,Booking,18,Converted,,Canada Rockies,"£10,000 - £20,000",3,,Y
INT0002460,CUS01830,2023-05-28,15:00,Email,Post-trip,12,Follow-up,,Cambodia,"£3,000 - £5,000",1,Word of mouth,N
INT0002461,CUS00810,2023-11-27,09:00,Web,Enquiry,8,No-action,AGT004,Vietnam,"£3,000 - £5,000",5,Travel agent,N
INT0002462,CUS01164,2024-04-20,14:15,Email,Enquiry,15,No-action,AGT017,Svalbard,"£20,000+",2,Social media,N
INT0002463,CUS00471,2022-08-04,11:45,Email,Quote,7,Follow-up,AGT015,Maldives,"£20,000+",1,Google,N
INT0002464,CUS00863,2023-09-05,12:15,Web,Post-trip,3,Resolved,AGT016,Iceland,"£5,000 - £10,000",5,Travel agent,N
INT0002465,CUS00594,2022-11-02,10:30,WhatsApp,Quote,7,No-action,AGT004,Alaska Cruise,"£20,000+",1,Google,N
INT0002466,CUS00795,2022-03-02,09:00,Email,Enquiry,16,Converted,AGT004,Bali,"£20,000+",4,Travel agent,Y
INT0002467,CUS00254,2024-09-07,17:15,Email,Quote,13,Follow-up,,Cinque Terre,"£10,000 - £20,000",5,Repeat customer,N
INT0002468,CUS01199,2023-01-29,14:45,In-Store,Booking,52,Converted,AGT004,Seychelles,"£20,000+",5,Travel agent,Y
INT0002469,CUS01656,2023-12-12,13:00,Phone,Enquiry,54,Follow-up,AGT009,Machu Picchu,"£5,000 - £10,000",3,Google,N
INT0002470,CUS00749,2024-02-27,15:30,In-Store,Enquiry,20,Follow-up,AGT016,Botswana Safari,"£20,000+",6,Word of mouth,N
INT0002471,CUS01789,2024-04-07,11:15,Phone,Enquiry,54,Follow-up,,Australia,"£10,000 - £20,000",5,Word of mouth,N
INT0002472,CUS00350,2024-01-08,09:45,Web,Booking,8,Converted,,Machu Picchu,"£20,000+",6,Social media,Y
INT0002473,CUS00421,2022-10-20,17:15,Web,Quote,3,Converted,AGT007,Safari Tanzania,"£3,000 - £5,000",6,Repeat customer,Y
INT0002474,CUS00050,2024-10-22,09:15,Email,Quote,10,No-action,,Sri Lanka,"£10,000 - £20,000",5,Google,N
INT0002475,CUS01589,2024-07-19,09:45,Phone,Booking,7,Converted,,Iceland,"£5,000 - £10,000",6,Word of mouth,Y
INT0002476,CUS01443,2023-05-08,14:45,Email,Enquiry,7,Follow-up,,Tuscany,"£3,000 - £5,000",2,Social media,N
INT0002477,CUS01060,2024-10-25,09:30,Phone,Quote,40,Converted,AGT002,Sri Lanka,"£3,000 - £5,000",2,,Y
INT0002478,CUS01162,2023-07-20,15:30,Email,Enquiry,20,Follow-up,AGT013,Bora Bora,"£10,000 - £20,000",5,Social media,N
INT0002479,CUS00068,2023-10-12,15:00,Phone,Enquiry,24,Follow-up,AGT012,Australia,"£3,000 - £5,000",5,Google,N
INT0002480,CUS00924,2023-03-29,14:30,In-Store,Post-trip,47,Resolved,AGT017,Galápagos,"£20,000+",1,Travel agent,N
INT0002481,CUS00548,2023-05-28,12:30,In-Store,Post-trip,26,Resolved,AGT009,Phuket,"£20,000+",4,Repeat customer,N
INT0002482,CUS01524,2024-11-25,14:00,Phone,Enquiry,18,Converted,,Svalbard,"£10,000 - £20,000",6,Google,Y
INT0002483,CUS00314,2024-08-15,15:00,Phone,Enquiry,59,Follow-up,,Patagonia,"£20,000+",2,Social media,N
INT0002484,CUS01169,2023-08-13,16:15,Email,Enquiry,6,Converted,AGT009,Kerala,"£10,000 - £20,000",2,Google,Y
INT0002485,CUS00759,2024-05-28,14:30,In-Store,Complaint,59,No-action,AGT013,Norway Fjords,"£10,000 - £20,000",6,Repeat customer,N
INT0002486,CUS00397,2024-10-12,13:45,Email,Quote,15,Follow-up,AGT014,Japan,"£20,000+",2,Social media,N
INT0002487,CUS01375,2022-06-30,13:00,Phone,Booking,15,Converted,AGT015,Phuket,"£5,000 - £10,000",5,Word of mouth,Y
INT0002488,CUS01894,2024-02-23,11:45,In-Store,Enquiry,13,Follow-up,,Sri Lanka,"£20,000+",5,Travel agent,N
INT0002489,CUS00669,2024-03-10,12:00,Email,Complaint,19,Follow-up,AGT020,Alaska Cruise,"£20,000+",5,,N
INT0002490,CUS01080,2024-12-03,13:45,Web,Booking,6,Converted,AGT011,Australia,"£20,000+",4,,Y
INT0002491,CUS00254,2024-05-24,13:45,Web,Booking,8,Converted,,New Zealand,"£5,000 - £10,000",3,Google,Y
INT0002492,CUS01248,2024-04-14,11:45,In-Store,Enquiry,29,Follow-up,,Sri Lanka,"£10,000 - £20,000",4,Google,N
INT0002493,CUS00358,2022-02-04,14:15,Web,Enquiry,12,Converted,,Canada Rockies,"£20,000+",5,Word of mouth,Y
INT0002494,CUS00174,2022-02-12,12:00,Phone,Enquiry,40,No-action,AGT018,Cinque Terre,"£5,000 - £10,000",1,Word of mouth,N
INT0002495,CUS01662,2024-05-03,12:45,Email,Booking,11,Converted,AGT011,Cambodia,"£10,000 - £20,000",1,Word of mouth,Y
INT0002496,CUS01346,2024-01-14,10:30,WhatsApp,Post-trip,16,Follow-up,,Bali,"£5,000 - £10,000",3,Word of mouth,N
INT0002497,CUS00432,2022-01-11,12:45,Email,Enquiry,16,No-action,,Peru,"£3,000 - £5,000",1,Repeat customer,N
INT0002498,CUS01971,2022-10-31,16:15,Email,Booking,11,Converted,AGT020,Japan,"£3,000 - £5,000",6,Google,Y
INT0002499,CUS01118,2024-04-22,16:30,Web,Enquiry,6,No-action,AGT014,Vietnam,"£10,000 - £20,000",3,Word of mouth,N
INT0002500,CUS01974,2023-11-09,10:00,In-Store,Quote,30,Converted,AGT019,Safari Kenya,"£10,000 - £20,000",6,Google,Y
INT0002501,CUS00661,2023-06-26,10:30,Phone,Quote,12,Converted,AGT016,Maldives,"£5,000 - £10,000",1,Repeat customer,Y
INT0002502,CUS00510,2024-11-28,17:00,WhatsApp,Enquiry,2,Follow-up,AGT016,Peru,"£3,000 - £5,000",6,,N
INT0002503,CUS01666,2024-12-16,17:00,Phone,Quote,24,No-action,AGT014,Patagonia,"£20,000+",6,Travel agent,N
INT0002504,CUS01583,2024-05-06,17:15,Email,Post-trip,15,Resolved,AGT017,New Zealand,"£20,000+",1,Google,N
INT0002505,CUS01277,2022-11-20,14:30,Web,Quote,13,Follow-up,AGT017,New Zealand,"£3,000 - £5,000",3,,N
INT0002506,CUS01743,2022-04-26,16:30,Web,Enquiry,2,Follow-up,AGT014,Norway Fjords,"£10,000 - £20,000",2,Social media,N
INT0002507,CUS00341,2023-05-01,17:30,In-Store,Quote,60,Follow-up,,Norway Fjords,"£20,000+",6,Repeat customer,N
INT0002508,CUS01763,2024-01-03,17:45,Email,Enquiry,15,Follow-up,,Cambodia,"£5,000 - £10,000",3,Word of mouth,N
INT0002509,CUS00693,2023-08-12,17:15,Phone,Enquiry,16,No-action,,Santorini,"£10,000 - £20,000",4,Google,N
INT0002510,CUS00403,2022-01-18,12:45,Web,Enquiry,16,Follow-up,,Rajasthan,"£5,000 - £10,000",4,,N
INT0002511,CUS00447,2024-10-30,15:15,Phone,Enquiry,6,Converted,AGT015,Seychelles,"£10,000 - £20,000",4,,Y
INT0002512,CUS00888,2022-04-14,17:45,WhatsApp,Booking,4,Converted,AGT002,New Zealand,"£20,000+",6,Travel agent,Y
INT0002513,CUS00800,2024-08-30,11:15,Web,Quote,8,No-action,,Australia,"£10,000 - £20,000",1,Word of mouth,N
INT0002514,CUS00964,2024-11-09,10:15,Phone,Enquiry,33,No-action,,Australia,"£5,000 - £10,000",1,Repeat customer,N
INT0002515,CUS01950,2024-12-15,15:15,Phone,Enquiry,47,Converted,AGT001,Vietnam,"£10,000 - £20,000",3,Repeat customer,Y
INT0002516,CUS00950,2023-08-28,15:45,WhatsApp,Quote,10,Follow-up,AGT007,Amalfi Coast,"£3,000 - £5,000",3,,N
INT0002517,CUS01610,2023-03-24,17:00,Phone,Post-trip,33,Resolved,AGT002,Kerala,"£10,000 - £20,000",1,Google,N
INT0002518,CUS01221,2022-03-31,12:45,Web,Enquiry,9,No-action,AGT006,Sri Lanka,"£10,000 - £20,000",1,Google,N
INT0002519,CUS00581,2023-04-04,12:45,Email,Quote,14,Follow-up,,Bora Bora,"£5,000 - £10,000",5,Word of mouth,N
INT0002520,CUS00795,2024-11-07,15:45,Web,Booking,3,Converted,AGT015,Canada Rockies,"£5,000 - £10,000",2,Google,Y
INT0002521,CUS00856,2022-06-13,14:45,Web,Enquiry,9,No-action,,Amalfi Coast,"£10,000 - £20,000",6,Repeat customer,N
INT0002522,CUS00216,2023-04-20,11:45,Phone,Enquiry,8,Follow-up,AGT015,Bali,"£20,000+",1,Repeat customer,N
INT0002523,CUS00016,2024-04-22,13:30,Web,Quote,2,Follow-up,AGT015,Cambodia,"£10,000 - £20,000",3,Google,N
INT0002524,CUS00876,2022-11-26,11:30,Web,Enquiry,11,Follow-up,AGT011,Safari Kenya,"£10,000 - £20,000",3,Word of mouth,N
INT0002525,CUS01519,2024-11-03,17:15,Phone,Enquiry,57,Follow-up,AGT014,New Zealand,"£3,000 - £5,000",4,Social media,N
INT0002526,CUS00709,2023-06-29,17:00,WhatsApp,Enquiry,14,Converted,,Peru,"£5,000 - £10,000",6,Repeat customer,Y
INT0002527,CUS01038,2024-02-01,12:45,Web,Quote,19,Converted,AGT018,Kerala,"£5,000 - £10,000",5,Google,Y
INT0002528,CUS01426,2023-09-09,14:45,Phone,Enquiry,39,Follow-up,,Cinque Terre,"£5,000 - £10,000",4,Social media,N
INT0002529,CUS01869,2023-03-30,12:45,Phone,Quote,57,Converted,AGT007,Seychelles,"£20,000+",3,,Y
INT0002530,CUS01489,2022-03-31,16:30,Email,Quote,14,Follow-up,AGT019,Safari Tanzania,"£5,000 - £10,000",2,,N
INT0002531,CUS01768,2024-05-31,09:00,Web,Enquiry,9,Converted,AGT005,Bora Bora,"£20,000+",1,Word of mouth,Y
INT0002532,CUS01195,2024-12-08,16:45,Email,Booking,7,Converted,,Patagonia,"£20,000+",1,Repeat customer,Y
INT0002533,CUS01730,2023-07-04,17:30,Web,Quote,17,Converted,,Alaska Cruise,"£5,000 - £10,000",2,Word of mouth,Y
INT0002534,CUS00160,2023-05-26,12:30,In-Store,Quote,19,Converted,,Cinque Terre,"£3,000 - £5,000",1,Travel agent,Y
INT0002535,CUS00443,2022-01-16,13:00,Phone,Post-trip,40,Resolved,AGT011,Tuscany,"£10,000 - £20,000",4,Word of mouth,N
INT0002536,CUS00538,2022-09-23,14:30,Web,Quote,15,Follow-up,,Galápagos,"£5,000 - £10,000",6,Word of mouth,N
INT0002537,CUS00591,2022-12-24,12:00,Web,Booking,9,Converted,AGT014,Peru,"£10,000 - £20,000",5,Repeat customer,Y
INT0002538,CUS01405,2024-04-30,16:30,Phone,Enquiry,7,Follow-up,,Botswana Safari,"£20,000+",2,,N
INT0002539,CUS00552,2024-01-29,12:30,Web,Quote,6,No-action,,Amalfi Coast,"£10,000 - £20,000",3,Social media,N
INT0002540,CUS01792,2023-12-24,16:45,In-Store,Booking,30,Converted,AGT009,Kerala,"£10,000 - £20,000",5,Word of mouth,Y
INT0002541,CUS01314,2022-09-03,12:45,Web,Complaint,3,Converted,AGT013,Bora Bora,"£20,000+",5,Repeat customer,Y
INT0002542,CUS01731,2024-04-06,16:15,Phone,Quote,46,No-action,AGT015,Cinque Terre,"£5,000 - £10,000",2,Repeat customer,N
INT0002543,CUS01247,2023-05-23,13:15,Email,Enquiry,14,Follow-up,AGT015,Cambodia,"£5,000 - £10,000",5,Google,N
INT0002544,CUS00069,2022-05-28,09:15,Phone,Booking,42,Converted,,Galápagos,"£3,000 - £5,000",4,Google,Y
INT0002545,CUS00088,2024-07-08,09:15,Email,Booking,11,Converted,AGT011,Kerala,"£3,000 - £5,000",6,Google,Y
INT0002546,CUS01261,2023-12-24,15:15,Phone,Post-trip,9,Resolved,,Patagonia,"£20,000+",4,,N
INT0002547,CUS00219,2024-04-26,15:00,Email,Quote,6,Converted,AGT019,Alaska Cruise,"£10,000 - £20,000",6,,Y
INT0002548,CUS01797,2023-09-13,09:30,Email,Enquiry,11,Converted,AGT008,Japan,"£3,000 - £5,000",1,Word of mouth,Y
INT0002549,CUS01079,2023-11-03,10:30,Phone,Complaint,38,Follow-up,,Rajasthan,"£10,000 - £20,000",5,Social media,N
INT0002550,CUS01630,2023-06-13,12:00,WhatsApp,Enquiry,20,No-action,AGT007,Australia,"£5,000 - £10,000",6,Word of mouth,N
INT0002551,CUS01463,2024-09-03,11:00,Web,Booking,6,Converted,AGT020,Cinque Terre,"£20,000+",2,,Y
INT0002552,CUS01421,2023-10-20,14:30,Phone,Booking,6,Converted,AGT015,Canada Rockies,"£20,000+",5,Word of mouth,Y
INT0002553,CUS01754,2024-06-06,10:45,Email,Enquiry,10,Follow-up,,Canada Rockies,"£5,000 - £10,000",5,Repeat customer,N
INT0002554,CUS00446,2022-03-07,13:00,Phone,Enquiry,49,Follow-up,AGT008,Bora Bora,"£20,000+",3,Travel agent,N
INT0002555,CUS01463,2022-08-23,09:30,Email,Post-trip,4,Resolved,AGT004,Seychelles,"£3,000 - £5,000",2,,N
INT0002556,CUS00563,2024-04-29,13:45,WhatsApp,Booking,16,Converted,AGT007,Machu Picchu,"£10,000 - £20,000",5,Social media,Y
INT0002557,CUS00684,2022-10-13,13:45,Web,Enquiry,4,Follow-up,AGT013,New Zealand,"£20,000+",6,Google,N
INT0002558,CUS00128,2024-11-17,09:00,Phone,Booking,14,Converted,,Seychelles,"£5,000 - £10,000",3,Travel agent,Y
INT0002559,CUS00945,2023-07-17,14:45,Phone,Booking,41,Converted,,Japan,"£3,000 - £5,000",1,Travel agent,Y
INT0002560,CUS01884,2022-04-21,16:00,In-Store,Enquiry,26,Follow-up,,Botswana Safari,"£20,000+",4,Social media,N
INT0002561,CUS00147,2023-05-24,09:45,Phone,Enquiry,27,No-action,,Vietnam,"£3,000 - £5,000",4,Word of mouth,N
INT0002562,CUS01056,2023-11-15,10:45,Web,Enquiry,15,No-action,AGT002,Cambodia,"£5,000 - £10,000",3,,N
INT0002563,CUS00653,2024-08-19,15:15,Web,Quote,6,Follow-up,,Rajasthan,"£10,000 - £20,000",2,Social media,N
INT0002564,CUS00008,2023-07-02,16:45,Web,Post-trip,9,Resolved,AGT005,Santorini,"£3,000 - £5,000",1,,N
INT0002565,CUS00676,2023-10-08,09:45,Phone,Booking,35,Converted,,Vietnam,"£10,000 - £20,000",4,Repeat customer,Y
INT0002566,CUS00563,2022-06-06,09:30,Web,Quote,12,Converted,,Galápagos,"£10,000 - £20,000",6,Google,Y
INT0002567,CUS00544,2023-03-19,13:30,Web,Quote,10,Follow-up,,Peru,"£10,000 - £20,000",2,Repeat customer,N
INT0002568,CUS01693,2023-09-21,16:30,Phone,Enquiry,41,Converted,AGT009,Patagonia,"£5,000 - £10,000",5,Repeat customer,Y
INT0002569,CUS01711,2022-11-07,17:30,WhatsApp,Enquiry,8,Follow-up,,Iceland,"£10,000 - £20,000",3,Google,N
INT0002570,CUS01595,2022-01-25,11:45,Email,Quote,20,Follow-up,,Bali,"£5,000 - £10,000",3,Travel agent,N
INT0002571,CUS00411,2024-07-25,17:00,Web,Booking,7,Converted,,Iceland,"£20,000+",4,Repeat customer,Y
INT0002572,CUS00732,2022-05-13,09:15,WhatsApp,Complaint,7,No-action,AGT009,Amalfi Coast,"£5,000 - £10,000",6,Google,N
INT0002573,CUS01175,2024-10-14,16:30,Web,Quote,8,Converted,,Seychelles,"£5,000 - £10,000",3,,Y
